age,experience,education,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match,years_in_role,promotion_count,employment_type,location_type,company_size,job_satisfaction,salary
52,1,Masters,Mid,Sales,Clerk,2,15,8,47,7,1,7.681199997,8.016237116,4,1,Full-time,Semi-Urban,Large,4,51450.68454
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
53,23,Masters,Senior,Sales,Analyst,3,19,5,41,11,10,4.224973684,5.544575725,6,3,Contract,Rural,Small,2,86966.46455
25,8,PhD,Senior,Sales,Clerk,2,5,2,37,7,9,7.88642111,2.691148388,5,3,Contract,Semi-Urban,Small,1,62746.79918
44,29,PhD,Senior,HR,Clerk,2,9,6,49,13,2,2.374385206,9.185382988,9,3,Full-time,Urban,Large,3,120428.8448
31,12,Bachelors,Junior,HR,Engineer,4,13,8,54,14,8,1.233614938,3.953010254,2,4,Contract,Urban,Medium,5,62649.22724
33,6,PhD,Junior,IT,Clerk,4,13,1,48,10,12,2.800110376,9.991587513,9,3,Part-time,Rural,Small,3,72728.01539
37,29,PhD,Mid,Finance,Analyst,2,9,6,36,2,13,8.140049058,2.784758279,9,4,Part-time,Semi-Urban,Small,5,100995.759
23,9,PhD,Mid,HR,Manager,3,17,6,54,16,5,2.777141581,1.858099202,7,2,Part-time,Urban,Small,3,61587.86062
33,19,Masters,Senior,Finance,Engineer,5,7,9,31,19,13,4.301078423,7.288423088,5,3,Contract,Semi-Urban,Medium,3,99002.18613
26,19,PhD,Mid,Sales,Clerk,1,15,7,33,12,5,5.02881131,3.495473495,3,2,Full-time,Rural,Medium,4,70968.3795
37,21,Masters,Junior,Finance,Clerk,4,4,0,42,1,12,6.122859377,9.883976076,7,2,Full-time,Urban,Medium,1,104452.6307
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
50,26,Bachelors,Junior,Sales,Clerk,2,10,5,44,16,7,9.283452357,8.345527235,4,2,Part-time,Semi-Urban,Medium,2,114413.085
44,11,PhD,Senior,Sales,Manager,1,11,2,49,10,6,4.928130398,9.021002993,5,4,Contract,Semi-Urban,Small,1,63999.33399
40,18,Masters,Senior,Sales,Analyst,4,1,3,44,4,5,1.421983481,2.643267182,6,0,Full-time,Urban,Medium,4,101624.9041
40,16,Bachelors,Mid,HR,Manager,5,9,2,45,7,10,2.066054945,8.905218897,7,0,Contract,Urban,Large,1,108809.3176
55,7,Bachelors,Junior,Finance,Manager,3,1,2,59,3,11,7.174794071,3.866120139,0,1,Contract,Semi-Urban,Large,5,74161.13824
22,21,Bachelors,Mid,Sales,Analyst,3,2,3,50,11,5,9.654738093,3.929921663,8,4,Contract,Urban,Medium,3,92730.64409
33,6,PhD,Junior,Finance,Clerk,3,13,6,50,14,2,8.213535964,3.949590723,5,4,Part-time,Semi-Urban,Large,5,57367.04483
36,9,Bachelors,Senior,Sales,Manager,4,2,2,44,7,4,4.508147219,9.981973622,5,2,Part-time,Urban,Medium,5,95470.51557
27,3,PhD,Senior,Sales,Manager,5,7,8,31,18,12,6.417047545,5.618502914,0,0,Full-time,Semi-Urban,Large,5,67979.25104
29,6,PhD,Mid,Sales,Engineer,4,7,9,57,18,13,1.560751568,4.618225152,2,3,Part-time,Rural,Small,1,80215.62175
22,21,Bachelors,Mid,Sales,Analyst,3,2,3,50,11,5,9.654738093,3.929921663,8,4,Contract,Urban,Medium,3,92730.64409
58,27,Bachelors,Mid,Finance,Manager,1,11,7,31,16,6,4.012796695,2.845185329,4,1,Contract,Urban,Large,5,88511.01909
23,2,PhD,Senior,HR,Clerk,5,1,1,37,10,2,2.244037869,9.717595762,6,0,Contract,Urban,Small,2,63044.15278
38,16,PhD,Junior,Finance,Engineer,3,15,3,36,7,2,1.911740704,9.682937689,5,2,Contract,Semi-Urban,Small,1,96437.26593
30,16,Masters,Senior,Sales,Engineer,2,14,8,37,18,9,2.505524708,6.648829439,2,1,Part-time,Urban,Medium,4,82874.12003
44,15,Masters,Junior,Sales,Manager,5,19,6,47,1,9,1.724119065,9.721098492,9,0,Contract,Rural,Large,5,79884.43726
54,18,PhD,Senior,Finance,Analyst,2,8,3,46,4,7,8.617936176,1.594477282,1,0,Contract,Rural,Large,3,88743.30891
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
53,16,Bachelors,Mid,Finance,Analyst,1,18,1,45,5,11,9.218042515,1.801527645,7,3,Full-time,Urban,Small,2,68236.87569
49,16,Masters,Junior,Sales,Clerk,1,18,8,30,11,13,1.074557271,1.092739055,5,4,Part-time,Urban,Large,4,72843.84414
50,3,Masters,Junior,Finance,Analyst,2,19,8,30,3,6,7.982277525,8.644853831,5,4,Full-time,Urban,Large,1,62997.10212
39,21,Bachelors,Senior,Sales,Manager,4,13,8,32,9,2,1.677920852,1.267325515,8,0,Full-time,Rural,Large,1,103854.7115
34,2,Masters,Junior,Sales,Analyst,2,4,2,52,14,14,2.748364426,3.26169804,5,2,Contract,Urban,Medium,1,41862.40207
57,24,Masters,Mid,HR,Engineer,2,7,2,31,10,12,7.548238492,4.775470609,1,2,Full-time,Urban,Medium,1,91726.80322
22,26,Bachelors,Junior,Finance,Clerk,5,4,1,52,6,11,1.67302596,4.112754269,4,0,Part-time,Rural,Small,3,114691.3311
24,16,PhD,Senior,IT,Engineer,1,2,2,57,12,14,2.94978094,1.723624307,8,2,Part-time,Semi-Urban,Medium,4,70877.13011
54,19,Masters,Junior,IT,Clerk,1,4,4,37,8,10,4.723238967,7.87743138,6,0,Full-time,Urban,Medium,2,76318.15662
39,21,Bachelors,Senior,Sales,Manager,4,13,8,32,9,2,1.677920852,1.267325515,8,0,Full-time,Rural,Large,1,103854.7115
48,9,Bachelors,Junior,HR,Analyst,5,12,0,55,14,4,9.87186542,1.233895005,6,2,Full-time,Semi-Urban,Large,4,77260.53943
25,4,Masters,Mid,Sales,Engineer,5,5,9,38,16,9,2.697264322,6.042316373,4,2,Part-time,Urban,Large,3,70389.04397
32,18,PhD,Mid,Finance,Manager,2,8,2,46,15,1,8.317461669,1.582797689,6,2,Full-time,Semi-Urban,Large,1,92230.8189
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
49,26,Bachelors,Senior,Finance,Engineer,4,17,1,40,5,11,4.154839679,7.276017327,4,3,Full-time,Rural,Medium,2,117251.0605
22,21,Bachelors,Mid,Sales,Analyst,3,2,3,50,11,5,9.654738093,3.929921663,8,4,Contract,Urban,Medium,3,92730.64409
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
43,21,Masters,Mid,Finance,Analyst,2,14,8,57,4,4,1.93487888,8.09150191,4,1,Full-time,Rural,Large,1,90067.68117
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
57,15,Bachelors,Mid,IT,Manager,4,11,6,47,10,1,2.50701409,5.042276684,3,3,Full-time,Semi-Urban,Medium,1,86709.74611
45,22,PhD,Mid,HR,Engineer,2,14,1,37,13,7,4.458328967,5.377547722,0,4,Full-time,Urban,Large,5,88530.38623
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
23,10,Bachelors,Senior,Finance,Clerk,1,14,0,51,5,9,2.74618569,4.333806375,0,0,Contract,Rural,Small,3,58872.75334
36,27,Bachelors,Senior,Finance,Clerk,2,18,9,35,8,1,6.205779531,7.781422374,5,2,Contract,Semi-Urban,Large,2,108761.4864
55,24,Bachelors,Mid,HR,Clerk,4,16,0,54,8,13,4.999186425,1.678550852,8,3,Part-time,Urban,Small,2,89578.44745
43,21,Masters,Mid,Finance,Analyst,2,14,8,57,4,4,1.93487888,8.09150191,4,1,Full-time,Rural,Large,1,90067.68117
47,0,Masters,Junior,HR,Analyst,2,13,1,34,6,4,2.558646712,4.489785638,7,2,Contract,Semi-Urban,Medium,2,63339.38948
53,23,Masters,Senior,Sales,Analyst,3,19,5,41,11,10,4.224973684,5.544575725,6,3,Contract,Rural,Small,2,86966.46455
41,6,Bachelors,Senior,Sales,Manager,2,8,2,46,7,9,4.695557862,8.096600553,5,4,Part-time,Rural,Medium,3,73916.47853
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
27,3,PhD,Senior,Sales,Manager,5,7,8,31,18,12,6.417047545,5.618502914,0,0,Full-time,Semi-Urban,Large,5,67979.25104
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
33,5,PhD,Mid,Sales,Clerk,5,3,4,53,10,7,2.64372239,8.366868808,5,2,Part-time,Urban,Medium,2,74801.96496
36,22,Bachelors,Junior,Sales,Engineer,5,11,9,41,9,4,3.555836943,8.946620221,7,4,Full-time,Semi-Urban,Medium,2,98887.78121
36,9,Bachelors,Senior,Sales,Manager,4,2,2,44,7,4,4.508147219,9.981973622,5,2,Part-time,Urban,Medium,5,95470.51557
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
54,2,Bachelors,Mid,HR,Analyst,3,17,6,43,19,3,9.693154031,8.857797453,6,3,Contract,Rural,Medium,3,53645.51097
36,22,Bachelors,Junior,Sales,Engineer,5,11,9,41,9,4,3.555836943,8.946620221,7,4,Full-time,Semi-Urban,Medium,2,98887.78121
33,6,PhD,Junior,IT,Clerk,4,13,1,48,10,12,2.800110376,9.991587513,9,3,Part-time,Rural,Small,3,72728.01539
36,22,Bachelors,Junior,Sales,Engineer,5,11,9,41,9,4,3.555836943,8.946620221,7,4,Full-time,Semi-Urban,Medium,2,98887.78121
55,25,PhD,Junior,HR,Manager,4,6,6,47,11,9,5.31100931,2.148150814,8,1,Full-time,Semi-Urban,Small,2,90458.79029
53,16,Bachelors,Mid,Finance,Analyst,1,18,1,45,5,11,9.218042515,1.801527645,7,3,Full-time,Urban,Small,2,68236.87569
36,22,Bachelors,Junior,Sales,Engineer,5,11,9,41,9,4,3.555836943,8.946620221,7,4,Full-time,Semi-Urban,Medium,2,98887.78121
53,2,Bachelors,Junior,IT,Clerk,4,18,3,50,19,11,4.362620244,6.004962599,6,0,Full-time,Rural,Medium,4,51024.57536
47,9,Masters,Mid,IT,Clerk,1,3,0,54,7,2,6.61891245,2.727342072,4,3,Contract,Semi-Urban,Small,2,67753.72294
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
53,17,Masters,Mid,Finance,Analyst,3,16,4,32,3,12,8.83770211,5.83560946,6,2,Part-time,Rural,Small,2,91829.43346
43,21,Masters,Mid,Finance,Analyst,2,14,8,57,4,4,1.93487888,8.09150191,4,1,Full-time,Rural,Large,1,90067.68117
24,8,PhD,Senior,IT,Engineer,3,6,7,56,19,6,9.282809134,5.316371544,5,4,Full-time,Semi-Urban,Small,4,71944.45499
47,9,Masters,Mid,IT,Clerk,1,3,0,54,7,2,6.61891245,2.727342072,4,3,Contract,Semi-Urban,Small,2,67753.72294
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
53,23,Masters,Senior,Sales,Analyst,3,19,5,41,11,10,4.224973684,5.544575725,6,3,Contract,Rural,Small,2,86966.46455
26,19,PhD,Mid,Sales,Clerk,1,15,7,33,12,5,5.02881131,3.495473495,3,2,Full-time,Rural,Medium,4,70968.3795
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
23,10,Bachelors,Senior,Finance,Clerk,1,14,0,51,5,9,2.74618569,4.333806375,0,0,Contract,Rural,Small,3,58872.75334
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
29,19,PhD,Senior,Sales,Manager,4,14,3,41,19,2,1.273690399,7.978379513,3,3,Full-time,Urban,Small,3,82419.74581
40,12,Masters,Senior,Sales,Clerk,4,7,9,58,6,13,5.944319492,4.632325007,2,0,Full-time,Semi-Urban,Large,5,95098.1095
52,14,PhD,Junior,IT,Analyst,1,17,1,59,17,11,9.862037065,8.282732053,3,1,Part-time,Semi-Urban,Medium,2,95516.31553
37,21,Masters,Junior,Finance,Clerk,4,4,0,42,1,12,6.122859377,9.883976076,7,2,Full-time,Urban,Medium,1,104452.6307
31,21,Bachelors,Mid,HR,Engineer,1,6,9,51,1,7,6.297300033,7.168184348,9,2,Full-time,Rural,Large,3,93604.12125
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
45,11,PhD,Junior,IT,Manager,1,3,3,45,17,2,2.661476691,6.81402972,7,0,Full-time,Urban,Large,2,78694.31235
23,10,Bachelors,Senior,Finance,Clerk,1,14,0,51,5,9,2.74618569,4.333806375,0,0,Contract,Rural,Small,3,58872.75334
40,26,Bachelors,Junior,Sales,Clerk,4,2,7,33,7,11,9.418315267,8.976063231,5,3,Part-time,Rural,Medium,2,109469.5911
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
24,1,Masters,Mid,HR,Manager,3,18,3,45,7,5,5.195515697,5.187672217,8,4,Full-time,Semi-Urban,Small,2,57747.72236
31,18,Bachelors,Junior,Sales,Manager,1,19,5,38,15,13,3.776204562,5.791128767,8,2,Full-time,Rural,Large,1,75057.55908
44,25,PhD,Mid,HR,Analyst,1,7,8,58,5,12,7.529104182,5.790396789,6,4,Part-time,Urban,Large,5,101745.5803
53,16,Bachelors,Mid,Finance,Analyst,1,18,1,45,5,11,9.218042515,1.801527645,7,3,Full-time,Urban,Small,2,68236.87569
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
29,21,Bachelors,Junior,Finance,Manager,5,6,9,57,12,11,6.106541795,2.673031288,8,2,Part-time,Semi-Urban,Medium,1,90024.17934
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
29,21,Bachelors,Junior,Finance,Manager,5,6,9,57,12,11,6.106541795,2.673031288,8,2,Part-time,Semi-Urban,Medium,1,90024.17934
28,27,PhD,Junior,Sales,Clerk,2,15,9,51,15,13,7.783013448,9.255549063,1,3,Contract,Urban,Medium,4,124769.6723
49,26,Bachelors,Senior,Finance,Engineer,4,17,1,40,5,11,4.154839679,7.276017327,4,3,Full-time,Rural,Medium,2,117251.0605
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
42,1,Bachelors,Senior,IT,Engineer,2,5,0,32,16,13,1.929466118,1.490882234,3,4,Full-time,Semi-Urban,Medium,1,56891.5248
45,27,Masters,Mid,Sales,Clerk,3,18,1,40,4,11,5.524392913,6.466675204,7,4,Part-time,Urban,Small,2,124511.4032
44,27,PhD,Senior,HR,Clerk,1,8,8,52,14,4,9.918465337,4.085191815,6,0,Full-time,Semi-Urban,Large,1,110404.6955
24,17,Masters,Junior,HR,Clerk,4,3,1,41,7,11,9.890037469,3.514639563,0,4,Contract,Rural,Large,2,97656.60495
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
30,6,PhD,Senior,Sales,Analyst,2,18,4,39,15,7,5.918653767,8.136402647,4,0,Full-time,Urban,Large,3,81734.33694
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
55,14,PhD,Senior,Finance,Analyst,3,9,1,49,16,4,6.419333729,2.887663406,2,2,Part-time,Urban,Medium,5,83143.52982
22,12,PhD,Mid,IT,Manager,5,10,7,33,14,1,5.611802706,2.377097597,4,2,Contract,Rural,Small,5,94741.31982
53,2,Bachelors,Junior,IT,Clerk,4,18,3,50,19,11,4.362620244,6.004962599,6,0,Full-time,Rural,Medium,4,51024.57536
29,28,Masters,Senior,HR,Manager,5,19,5,32,3,1,2.527042486,8.320361411,4,2,Part-time,Rural,Medium,2,114971.4762
46,25,Bachelors,Mid,HR,Clerk,5,2,8,42,15,4,5.987560938,6.999757618,3,1,Contract,Rural,Small,5,115012.2701
33,21,PhD,Senior,Finance,Engineer,2,6,5,56,9,8,6.296772001,5.76114237,5,3,Full-time,Urban,Medium,4,94857.14285
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
32,27,Masters,Senior,Finance,Clerk,2,9,0,43,7,12,8.821658393,4.911509754,2,4,Part-time,Semi-Urban,Medium,2,102044.4701
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
24,0,Bachelors,Senior,Finance,Engineer,5,3,3,56,15,13,6.810242437,4.927811725,7,1,Part-time,Semi-Urban,Small,2,52284.61651
37,29,PhD,Mid,Finance,Analyst,2,9,6,36,2,13,8.140049058,2.784758279,9,4,Part-time,Semi-Urban,Small,5,100995.759
41,6,Bachelors,Senior,Sales,Manager,2,8,2,46,7,9,4.695557862,8.096600553,5,4,Part-time,Rural,Medium,3,73916.47853
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
40,1,PhD,Junior,IT,Analyst,3,2,6,50,13,10,5.330083824,9.583490907,2,4,Contract,Rural,Small,1,63939.27291
52,8,Bachelors,Senior,Sales,Analyst,3,8,7,35,18,11,3.97115801,3.870881983,7,1,Part-time,Urban,Medium,4,75173.21639
45,22,PhD,Mid,HR,Engineer,2,14,1,37,13,7,4.458328967,5.377547722,0,4,Full-time,Urban,Large,5,88530.38623
48,23,Bachelors,Senior,Sales,Analyst,3,3,7,44,6,6,1.138981923,3.859071299,2,3,Part-time,Rural,Medium,3,94774.86748
36,22,Bachelors,Junior,Sales,Engineer,5,11,9,41,9,4,3.555836943,8.946620221,7,4,Full-time,Semi-Urban,Medium,2,98887.78121
51,7,Bachelors,Senior,IT,Engineer,5,1,7,51,2,11,9.351654896,8.527303455,6,2,Full-time,Semi-Urban,Large,2,76416.41904
29,28,Masters,Senior,HR,Manager,5,19,5,32,3,1,2.527042486,8.320361411,4,2,Part-time,Rural,Medium,2,114971.4762
31,12,Bachelors,Junior,HR,Engineer,4,13,8,54,14,8,1.233614938,3.953010254,2,4,Contract,Urban,Medium,5,62649.22724
55,14,PhD,Senior,Finance,Analyst,3,9,1,49,16,4,6.419333729,2.887663406,2,2,Part-time,Urban,Medium,5,83143.52982
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
41,8,Masters,Mid,Sales,Manager,3,18,4,37,1,5,7.967351462,5.394132315,6,4,Full-time,Rural,Small,4,87418.31024
41,5,Bachelors,Mid,Sales,Manager,4,19,9,36,11,8,3.236978727,8.678019902,4,0,Contract,Rural,Large,2,68355.60261
42,3,PhD,Mid,IT,Clerk,5,10,2,50,12,13,3.945687866,8.446224015,3,3,Part-time,Rural,Small,5,64396.15668
24,0,Bachelors,Senior,Finance,Engineer,5,3,3,56,15,13,6.810242437,4.927811725,7,1,Part-time,Semi-Urban,Small,2,52284.61651
48,1,Masters,Junior,Finance,Analyst,1,17,4,35,12,2,5.393269731,3.943188991,0,4,Part-time,Rural,Large,1,45302.09652
52,8,Bachelors,Senior,Sales,Analyst,3,8,7,35,18,11,3.97115801,3.870881983,7,1,Part-time,Urban,Medium,4,75173.21639
21,17,Masters,Mid,Finance,Analyst,3,18,8,39,13,2,1.440099394,1.422264027,8,2,Full-time,Rural,Large,1,89728.81623
34,5,PhD,Mid,Sales,Manager,4,18,3,36,12,11,9.92240191,7.346280667,3,1,Full-time,Urban,Large,4,62708.93871
42,5,Masters,Junior,IT,Engineer,5,11,7,47,16,8,4.093475718,3.009282447,8,0,Contract,Urban,Medium,2,53659.61465
32,14,PhD,Mid,Sales,Analyst,2,9,1,41,15,2,6.136263391,7.159643286,7,2,Full-time,Rural,Medium,1,97572.83533
38,4,Bachelors,Senior,Finance,Engineer,4,16,5,41,4,2,4.226537789,5.213150149,3,1,Full-time,Semi-Urban,Large,1,60926.31797
49,26,Bachelors,Senior,Finance,Engineer,4,17,1,40,5,11,4.154839679,7.276017327,4,3,Full-time,Rural,Medium,2,117251.0605
25,9,PhD,Senior,HR,Analyst,1,1,6,53,2,7,6.149214741,2.481712673,4,1,Part-time,Rural,Large,5,72750.26995
39,20,Masters,Junior,Sales,Clerk,2,17,2,42,17,7,2.275024105,2.22677942,7,1,Contract,Rural,Large,1,72070.15941
50,4,PhD,Senior,IT,Analyst,3,18,2,52,16,6,1.819101052,6.629823813,9,4,Part-time,Urban,Medium,5,59604.88963
56,16,Bachelors,Mid,HR,Manager,5,8,3,40,3,4,4.266143965,9.156857265,5,2,Part-time,Rural,Large,2,99380.37268
41,27,Masters,Senior,HR,Clerk,2,8,3,57,17,4,8.49835248,8.934492759,5,0,Contract,Semi-Urban,Small,1,112080.7438
43,19,Bachelors,Senior,HR,Clerk,1,6,1,43,1,1,9.27313904,4.516912527,7,3,Part-time,Urban,Large,1,101754.4341
34,1,Bachelors,Junior,Finance,Manager,4,14,4,54,13,6,6.216469584,9.757815533,0,2,Contract,Semi-Urban,Small,2,81686.84822
45,26,PhD,Junior,Sales,Analyst,3,3,4,52,7,7,5.161135602,3.691446442,5,0,Contract,Semi-Urban,Medium,5,94991.87133
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
34,28,PhD,Junior,HR,Clerk,3,17,9,38,18,3,4.434546751,8.88304516,3,0,Full-time,Urban,Small,3,100393.2009
50,7,Masters,Senior,Sales,Clerk,5,12,2,33,8,8,6.75060754,1.291499442,8,1,Part-time,Rural,Medium,1,82611.40687
42,5,Masters,Junior,IT,Engineer,5,11,7,47,16,8,4.093475718,3.009282447,8,0,Contract,Urban,Medium,2,53659.61465
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
24,1,Masters,Mid,HR,Manager,3,18,3,45,7,5,5.195515697,5.187672217,8,4,Full-time,Semi-Urban,Small,2,57747.72236
39,21,Bachelors,Senior,Sales,Manager,4,13,8,32,9,2,1.677920852,1.267325515,8,0,Full-time,Rural,Large,1,103854.7115
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
32,3,Bachelors,Junior,Finance,Engineer,5,4,2,51,7,1,6.09931716,5.102623998,0,2,Full-time,Urban,Small,1,56080.46596
44,29,PhD,Senior,HR,Clerk,2,9,6,49,13,2,2.374385206,9.185382988,9,3,Full-time,Urban,Large,3,120428.8448
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
30,24,PhD,Mid,Sales,Manager,5,14,4,54,8,14,2.94038485,7.55836775,3,4,Contract,Urban,Small,1,96799.42615
36,10,Masters,Senior,IT,Engineer,2,13,7,57,5,9,5.758056346,4.016001695,3,0,Part-time,Rural,Medium,2,68759.25838
53,23,Masters,Senior,Sales,Analyst,3,19,5,41,11,10,4.224973684,5.544575725,6,3,Contract,Rural,Small,2,86966.46455
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
41,27,Masters,Senior,HR,Clerk,2,8,3,57,17,4,8.49835248,8.934492759,5,0,Contract,Semi-Urban,Small,1,112080.7438
43,21,Bachelors,Mid,Sales,Engineer,2,9,4,39,11,10,6.166889456,1.262502612,4,1,Full-time,Semi-Urban,Large,3,88443.89259
39,2,Bachelors,Junior,Sales,Manager,5,16,2,52,2,11,8.781503835,7.62581602,9,3,Part-time,Semi-Urban,Medium,5,86006.48306
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
33,21,PhD,Senior,Finance,Engineer,2,6,5,56,9,8,6.296772001,5.76114237,5,3,Full-time,Urban,Medium,4,94857.14285
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
50,24,Masters,Mid,IT,Analyst,4,8,5,47,6,13,5.993978501,1.394019696,6,3,Full-time,Rural,Small,5,106390.8021
55,2,Masters,Mid,Sales,Clerk,2,9,0,41,1,12,3.491763672,4.40547969,8,2,Full-time,Semi-Urban,Large,2,41523.3393
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
25,29,Masters,Mid,Sales,Manager,1,17,5,54,4,11,3.46919342,9.702490885,6,3,Full-time,Urban,Large,5,104108.1825
45,22,PhD,Mid,HR,Engineer,2,14,1,37,13,7,4.458328967,5.377547722,0,4,Full-time,Urban,Large,5,88530.38623
21,21,Bachelors,Junior,Finance,Engineer,3,9,6,58,7,12,1.589989171,5.713641799,9,3,Full-time,Urban,Large,2,93665.35933
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
52,8,Bachelors,Senior,Sales,Analyst,3,8,7,35,18,11,3.97115801,3.870881983,7,1,Part-time,Urban,Medium,4,75173.21639
24,15,Bachelors,Junior,Sales,Clerk,4,7,9,32,7,3,3.246641862,7.660470651,4,4,Full-time,Semi-Urban,Medium,5,97850.20664
49,26,Bachelors,Senior,Finance,Engineer,4,17,1,40,5,11,4.154839679,7.276017327,4,3,Full-time,Rural,Medium,2,117251.0605
